title,link,salary,company,com_type,area,post_time,exp_level,edu_level,job_type
FOREIGN TEACHER POSITION AVAILABLE,http://jobleadchina.com/job/3602,8000K/MTH - 18000K/MTH,Tianshuo Education,Consultancy/Legal/Admin,Others,"Post time: March 02, 2019",Experience: Executive,Bachelor,Full-time
Online English Teacher,http://jobleadchina.com/job/3561,15K/MTH - 30K/MTH,PalFish Education,School,Others,"Post time: February 28, 2019",Experience: Director,Any education,Full-time
"Kindergarten, primary high school teacher",http://jobleadchina.com/job/3529,6000K/MTH - 20000K/MTH,Sara,Teaching Center,Kunming,"Post time: February 27, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
ESL Female  teacher,http://jobleadchina.com/job/3528,6000K/MTH - 20000K/MTH,Sara,Teaching Center,Beijing,"Post time: February 27, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
English Teacher for Early Childhood Education Cent,http://jobleadchina.com/job/3526,8K/MTH - 14K/MTH,Hailiang ECE,School,Hangzhou,"Post time: February 27, 2019",Experience: Associate,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3525,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: February 27, 2019",Experience: Associate,Bachelor,Full-time
Urgently!  Female english Teachers needed in Fujia,http://jobleadchina.com/job/3497,6000K/MTH - 20000K/MTH,Sara,Teaching Center,Beijing,"Post time: February 25, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
English Teacher for Early Childhood Education Cent,http://jobleadchina.com/job/3494,8K/MTH - 14K/MTH,Hailiang ECE,School,Hangzhou,"Post time: February 25, 2019",Experience: Associate,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3493,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: February 25, 2019",Experience: Associate,Bachelor,Full-time
English subjects teachers needed ,http://jobleadchina.com/job/3466,6000K/MTH - 20000K/MTH,Sara,Teaching Center,Beijing,"Post time: February 22, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
English Teacher for Hailiang Early Childhood Educa,http://jobleadchina.com/job/3462,8K/MTH - 14K/MTH,Hailiang ECE,School,Hangzhou,"Post time: February 22, 2019",Experience: Associate,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3461,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: February 22, 2019",Experience: Associate,Bachelor,Full-time
Would You Like To Teach In China,http://jobleadchina.com/job/3444,6000K/MTH - 20000K/MTH,Sara,Teaching Center,Beijing,"Post time: February 21, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3429,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: February 20, 2019",Experience: Associate,Bachelor,Full-time
Join us! English teacher with good career prospect,http://jobleadchina.com/job/3414,6000K/MTH - 20000K/MTH,Sara,Teaching Center,Others,"Post time: February 19, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3413,12K/MTH - 25K/MTH,TALENT WAY,Others,Nanjing,"Post time: February 19, 2019",Experience: Entry Level,Bachelor,Full-time
English teachers needed in China with accommodatio,http://jobleadchina.com/job/3405,8000K/MTH - 20000K/MTH,Sara,Teaching Center,Beijing,"Post time: February 18, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3404,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: February 18, 2019",Experience: Associate,Associate,Full-time
IElT/ACT/SCT teachers wanted in Hebei,http://jobleadchina.com/job/3380,8000K/MTH - 20000K/MTH,Sara,Teaching Center,Others,"Post time: February 15, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
Urgently! Need Foreign Teachers to Teach Kids Engl,http://jobleadchina.com/job/3379,8000K/MTH - 20000K/MTH,Sara,Teaching Center,Kunming,"Post time: February 15, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
English Teacher Wanted,http://jobleadchina.com/job/3369,8K/MTH - 18K/MTH,ESL JOB IN CHINA,Teaching Center,Beijing,"Post time: February 14, 2019",Experience: Entry Level,Bachelor,Full-time
"Notice! offer work visa,ESL english teacher needed",http://jobleadchina.com/job/3368,8K/MTH - 20K/MTH,Sara,Teaching Center,Beijing,"Post time: February 14, 2019",Experience: Mid-Senior Level,Any education,Full-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3365,13K/MTH - 25K/MTH,TALENT WAY,Others,Beijing,"Post time: February 14, 2019",Experience: Entry Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3364,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: February 14, 2019",Experience: Associate,Bachelor,Full-time
Hiring NOW! 	Native english teacher are need in ch,http://jobleadchina.com/job/3359,8000K/MTH - 20000K/MTH,Sara,Teaching Center,Others,"Post time: February 13, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
Kids English teacher,http://jobleadchina.com/job/3355,13K/MTH - 16K/MTH,Imagine Education Group,Teaching Center,Wuhan,"Post time: February 13, 2019",Experience: Internship,Bachelor,Full-time
Good benefits and Comfortable environment Native e,http://jobleadchina.com/job/3354,8000K/MTH - 20000K/MTH,Sara,Teaching Center,Beijing,"Post time: February 13, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
The UN SDGs Courses Teacher,http://jobleadchina.com/job/3344,10K/MTH - 30K/MTH,Alliance Education,Teaching Center,Shanghai,"Post time: February 13, 2019",Experience: Mid-Senior Level,Any education,Part-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3350,13K/MTH - 25K/MTH,TALENT WAY,Others,Shanghai,"Post time: February 13, 2019",Experience: Entry Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3347,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: February 12, 2019",Experience: Associate,Bachelor,Full-time
English teachers needed in China with accommodatio,http://jobleadchina.com/job/3343,8000K/MTH - 20000K/MTH,Sara,Teaching Center,Beijing,"Post time: February 11, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3342,13K/MTH - 25K/MTH,TALENT WAY,Others,Others,"Post time: February 11, 2019",Experience: Entry Level,Bachelor,Full-time
Language teacher,http://jobleadchina.com/job/1978,8K/MTH - 12K/MTH,East IP,Consultancy/Legal/Admin,Beijing,"Post time: February 11, 2019",Experience: Executive,Any education,Part-time
Online English Teacher,http://jobleadchina.com/job/3341,15K/MTH - 30K/MTH,PalFish Education,School,Others,"Post time: February 11, 2019",Experience: Director,Any education,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3321,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: January 30, 2019",Experience: Associate,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3301,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: January 26, 2019",Experience: Associate,Bachelor,Full-time
Teach in warm and coastal cities of China,http://jobleadchina.com/job/3297,8000K/MTH - 20000K/MTH,Sara,Teaching Center,Kunming,"Post time: January 25, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
Hiring NOW! 	Native english teacher are need in ch,http://jobleadchina.com/job/3296,8000K/MTH - 20000K/MTH,Sara,Teaching Center,Beijing,"Post time: January 25, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3295,13K/MTH - 25K/MTH,TALENT WAY,Others,Shenzhen,"Post time: January 23, 2019",Experience: Entry Level,Bachelor,Full-time
ESL Kindergarten Teacher ,http://jobleadchina.com/job/3294,20K/MTH - 26K/MTH,TutuageHR,Teaching Center,Shanghai,"Post time: January 23, 2019",Experience: Associate,Bachelor,Full-time
ESL Teacher In Yangzhou,http://jobleadchina.com/job/3293,15000K/MTH - 20000K/MTH,CLONG Edcuation,Teaching Center,Others,"Post time: January 23, 2019",Experience: Entry Level,Bachelor,Full-time
Online English Teacher,http://jobleadchina.com/job/3253,15K/MTH - 30K/MTH,PalFish Education,School,Others,"Post time: January 23, 2019",Experience: Executive,Any education,Full-time
Online English Teacher,http://jobleadchina.com/job/3284,15K/MTH - 30K/MTH,PalFish Education,School,Others,"Post time: January 23, 2019",Experience: Director,Any education,Full-time
Foreign English Teacher,http://jobleadchina.com/job/3292,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: January 23, 2019",Experience: Associate,Bachelor,Full-time
English Teachers Wanted,http://jobleadchina.com/job/3291,8K/MTH - 18K/MTH,ESL JOB IN CHINA,Teaching Center,Beijing,"Post time: January 22, 2019",Experience: Entry Level,Any education,Full-time
High School Composition Teaching Offer!,http://jobleadchina.com/job/3286,26K/MTH - 28K/MTH,TutuageHR,Teaching Center,Shanghai,"Post time: January 22, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3283,13000K/MTH - 25000K/MTH,TALENT WAY,Others,Chengdu,"Post time: January 22, 2019",Experience: Entry Level,Bachelor,Full-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3282,13000K/MTH - 25000K/MTH,TALENT WAY,Others,Hangzhou,"Post time: January 22, 2019",Experience: Entry Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3281,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: January 21, 2019",Experience: Associate,Associate,Full-time
Online English Teacher,http://jobleadchina.com/job/3277,15K/MTH - 30K/MTH,PalFish Education,School,Others,"Post time: January 18, 2019",Experience: Director,Any education,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3275,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: January 18, 2019",Experience: Associate,Bachelor,Full-time
English Teachers Wanted,http://jobleadchina.com/job/3268,8K/MTH - 18K/MTH,ESL JOB IN CHINA,Teaching Center,Beijing,"Post time: January 16, 2019",Experience: Entry Level,Any education,Full-time
A-LEVEL TEACHERS for International School ,http://jobleadchina.com/job/3267,13000K/MTH - 15000K/MTH,TALENT WAY,Others,Others,"Post time: January 16, 2019",Experience: Entry Level,Bachelor,Full-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3266,15K/MTH - 30K/MTH,TALENT WAY,Others,Beijing,"Post time: January 15, 2019",Experience: Entry Level,Bachelor,Full-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3265,15K/MTH - 25K/MTH,TALENT WAY,Others,Shanghai,"Post time: January 15, 2019",Experience: Entry Level,Bachelor,Full-time
Foreign English Teacher,http://jobleadchina.com/job/3261,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: January 14, 2019",Experience: Associate,Bachelor,Full-time
English Teaching Job,http://jobleadchina.com/job/3254,8K/MTH - 18K/MTH,ESL JOB IN CHINA,Teaching Center,Beijing,"Post time: January 09, 2019",Experience: Entry Level,Any education,Full-time
kindergarten English Teacher,http://jobleadchina.com/job/3252,12000K/MTH - 20000K/MTH,Yokid,School,Beijing,"Post time: January 09, 2019",Experience: Mid-Senior Level,Bachelor,Full-time
Beijing International Kindergarten / Preschool Eng,http://jobleadchina.com/job/3251,18K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: January 08, 2019",Experience: Entry Level,Bachelor,Full-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3250,15K/MTH - 30K/MTH,TALENT WAY,Others,Others,"Post time: January 08, 2019",Experience: Entry Level,Bachelor,Full-time
English Teaching,http://jobleadchina.com/job/3241,8K/MTH - 18K/MTH,ESL JOB IN CHINA,Teaching Center,Beijing,"Post time: January 06, 2019",Experience: Entry Level,Any education,Full-time
"16-19,000krmb on-line based at office in Beijing/ ",http://jobleadchina.com/job/3240,16000K/MTH - 19000K/MTH,Teaching China,Education/Training,Beijing,"Post time: January 04, 2019",Experience: Director,Any education,Full-time
The Best Choice for Teachers in China is TalentWay,http://jobleadchina.com/job/3218,15K/MTH - 30K/MTH,TALENT WAY,Others,Shanghai,"Post time: January 02, 2019",Experience: Entry Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3215,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: January 02, 2019",Experience: Associate,Bachelor,Full-time
English Teacher Wanted,http://jobleadchina.com/job/3214,8K/MTH - 18K/MTH,ESL JOB IN CHINA,Teaching Center,Beijing,"Post time: December 31, 2018",Experience: Entry Level,Any education,Full-time
ESL Teacher,http://jobleadchina.com/job/857,12K/MTH - 17K/MTH,EF Guiyang School,Teaching Center,Others,"Post time: December 29, 2018",Experience: Entry Level,Bachelor,Full-time
ESL Teacher,http://jobleadchina.com/job/856,12K/MTH - 17K/MTH,EF Guiyang School,Teaching Center,Others,"Post time: December 29, 2018",Experience: Associate,Bachelor,Full-time
Beijing/Urumqi International Kindergarten / Presch,http://jobleadchina.com/job/3213,18K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: December 29, 2018",Experience: Entry Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3208,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: December 28, 2018",Experience: Associate,Bachelor,Full-time
Foreign Teachers Wanted,http://jobleadchina.com/job/3207,8K/MTH - 18K/MTH,ESL JOB IN CHINA,Teaching Center,Beijing,"Post time: December 27, 2018",Experience: Entry Level,Any education,Full-time
Foreign Teachers ,http://jobleadchina.com/job/3194,15K/MTH - 17K/MTH,LUKEC,School,Xi'an,"Post time: December 27, 2018",Experience: Executive,Any education,Full-time
Beijing/Urumqi International Kindergarten / Presch,http://jobleadchina.com/job/3197,18K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: December 26, 2018",Experience: Entry Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3196,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: December 26, 2018",Experience: Associate,Bachelor,Full-time
Beijing/Urumqi International Kindergarten / Presch,http://jobleadchina.com/job/3195,18K/MTH - 25K/MTH,LCAIS,School,Others,"Post time: December 25, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing/Urumqi International Kindergarten / Presch,http://jobleadchina.com/job/3193,18K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: December 24, 2018",Experience: Entry Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3192,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: December 24, 2018",Experience: Associate,Bachelor,Full-time
High pay from 7k-18K RMB in China. Major Cities. F,http://jobleadchina.com/job/3191,7K/MTH - 18K/MTH,ESL JOB IN CHINA,Teaching Center,Beijing,"Post time: December 22, 2018",Experience: Entry Level,Any education,Full-time
"Subject teacher for G3-G9 (English, Mathematics, S",http://jobleadchina.com/job/3190,20K/MTH - 40K/MTH,T-school,School,Beijing,"Post time: December 21, 2018",Experience: Mid-Senior Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3185,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: December 19, 2018",Experience: Associate,Bachelor,Full-time
Beijing International Kindergarten / Preschool Eng,http://jobleadchina.com/job/3184,18K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: December 18, 2018",Experience: Entry Level,Bachelor,Full-time
Urumqi International Kindergarten / Preschool Engl,http://jobleadchina.com/job/3182,18K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: December 18, 2018",Experience: Entry Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3179,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: December 17, 2018",Experience: Associate,Bachelor,Full-time
High pay from 10-18K RMB in China. Major Cities. F,http://jobleadchina.com/job/3177,10K/MTH - 18K/MTH,ESL JOB IN CHINA,Teaching Center,Beijing,"Post time: December 13, 2018",Experience: Entry Level,Any education,Full-time
★★★Native English speakers needed for great jobs w,http://jobleadchina.com/job/3176,8000K/MTH - 17000K/MTH,ESL JOB IN CHINA,Teaching Center,Beijing,"Post time: December 13, 2018",Experience: Entry Level,Any education,Full-time
Beijing/Urumqi International Kindergarten / Presch,http://jobleadchina.com/job/3172,18K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: December 13, 2018",Experience: Entry Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3159,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: December 12, 2018",Experience: Associate,Bachelor,Full-time
"Subject teacher for G3-G9 (English, Mathematics, S",http://jobleadchina.com/job/3120,20K/MTH - 40K/MTH,T-school,School,Beijing,"Post time: December 10, 2018",Experience: Mid-Senior Level,Bachelor,Full-time
Foreign Kindergarten Teacher,http://jobleadchina.com/job/3119,15K/MTH - 18K/MTH,Hailiang ECE,School,Hangzhou,"Post time: December 10, 2018",Experience: Associate,Bachelor,Full-time
Beijing/Urumqi International Kindergarten / Presch,http://jobleadchina.com/job/3118,18K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: December 10, 2018",Experience: Entry Level,Bachelor,Full-time
"ESL teachers needed in Chongqing, China",http://jobleadchina.com/job/2393,14K/MTH - 20K/MTH,Meten in Chongqing,Teaching Center,Chongqing,"Post time: December 06, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing International Kindergarten / Preschool Eng,http://jobleadchina.com/job/3074,18K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: December 06, 2018",Experience: Entry Level,Bachelor,Full-time
